year;competition_name;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Boat Pull;Car Flip;Crucifix Hold;Bar Bend;Tug of War;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Log Ladder;Load & Push;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Max Stone Press;Vertical Lift;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Sandbag Toss;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Plane Pull;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2010;Arnold Strongman Classic;1 rep (208 kg) + 1 clean;444 kg;;11.85 s;;;8 reps;;;1 rep, 242 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;0 reps (188 kg) + 1 clean;464 kg;;11.18 m;;;6 reps;;;3 reps, 242 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;0 reps (188 kg) + 1 clean;422 kg;;19.51 s;;;4 reps;;;4 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;0 reps (188 kg) + 2 cleans;394 kg;;20.43 s;;;2 reps;;;4 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;0 reps (188 kg) + 1 clean;429 kg;;5.03 m;;;3 reps;;;1 rep, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;0 reps (168 kg) + 2 cleans;432 kg;;2.64 m;;;0 reps;;;2 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Arnold Strongman Classic;1 rep (178 kg) + 1 clean;424 kg;;0.91 m;;;0 reps;;;0 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;3 reps, 188 kg + 0 cleans;499 kg;;10.18 s;;;6 reps;;;4 reps, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;1 rep, 188 kg + 1 cleans;423 kg;;10.60 s;;;8 reps;;;2 reps, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;5 reps, 188 kg + 0 cleans;499 kg;;11.85 s;;;3 reps;;;1 rep, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;1 rep, 178 kg + 1 cleans;428 kg;;11.26 s;;;4 reps;;;1 rep, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;4 reps, 188 kg + 0 cleans;438 kg;;12.77 s;;;2 reps;;;4 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;0 reps, 178 kg + 0 cleans;481 kg;;12.81 s;;;0 reps;;;1 rep, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;0 reps, 178 kg + 1 clean;418 kg;;11.60 s;;;0 reps;;;4 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;0 reps, 178 kg + 2 cleans;423 kg;;14.01 s;;;0 reps;;;2 reps, 205 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Arnold Strongman Classic;0 reps, 178 kg + 1 clean;406 kg;;2.95 m;;;0 reps;;;1 rep, 243 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;2 reps, 208 kg;421 kg;;7.42 s;;;7 reps;;;;2 reps, 200 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;2 reps, 208 kg;481 kg;;7.56 s;;;4 reps;;;;6 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;4 reps, 208 kg;506 kg;;8.69 m;;;1 rep;;;;1 rep, 200 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;1 rep, 208 kg;486 kg;;14.06 s;;;5 reps;;;;7 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;3 reps, 208 kg;411 kg;;16.25 s;;;3 reps;;;;3 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;2 reps, 208 kg;451 kg;;5.26 m;;;3 reps;;;;5 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;1 rep, 208 kg;451 kg;;7.91 s;;;0 reps;;;;2 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;1 rep, 208 kg;456 kg;;7.65 m;;;1 rep;;;;0 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;3 reps, 178 kg;431 kg;;9.38 s;;;0 reps;;;;0 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Arnold Strongman Classic;4 reps, 178 kg;406 kg;;6.96 m;;;2 reps;;;;2 reps, 170 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;;507 kg;;;;;5 reps;;;1 rep, 244 kg;1 rep, 202 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;;509 kg;;;;;3 reps;;;3 reps, 244 kg;5 reps, 171.5 kg + 1 clean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;;441 kg;;;;;3 reps;;;1 rep, 244 kg;1 rep, 202 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;;466 kg;;;;;2 reps;;;3 reps, 205 kg;2 reps, 202 kg + 1 clean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;;426 kg;;;;;3 reps;;;5 reps, 205 kg;2 reps, 171.5 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;;509 kg;;;;;0 reps;;;4 reps, 205 kg;0 reps, 171.5 kg + 5 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;;482 kg;;;;;0 reps;;;4 reps, 205 kg;2 reps, 171.5 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;;436 kg;;;;;1 rep;;;3 reps, 205 kg;3 reps, 171.5 kg + 0 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;;Did not attempt;;;;;0 reps;;;No lift;4 reps, 171.5 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Arnold Strongman Classic;;Withdrew;;;;;Withdrew;;;Withdrew;0 reps, 171.5 kg + 2 cleans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;;524 kg;;8.43 m;;;;;;;4 reps, 200 kg;3.87 s (640 kg);4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;;512 kg;;18.72 s;;;;;;;2 reps, 200 kg;5.79 s (640 kg);4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;;416 kg;;10.74 s;;;;;;;1 rep, 200 kg;7.50 s (640 kg);4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;;482 kg;;6.4 m;;;;;;;2 reps, 200 kg;11.57 s (640 kg);3 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;;451 kg;;5.77 m;;;;;;;3 reps, 170 kg;10.53 s (640 kg);4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;;482 kg;;8.85 s;;;;;;;4 reps, 170 kg;0.2 m (557 kg);0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;;441 kg;;8.86 m;;;;;;;4 reps, 170 kg;20.95 s (640 kg);0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;;381 kg;;3.58 m;;;;;;;2 reps, 200 kg;2.41 m (640 kg);0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;;411 kg;;3.2 m;;;;;;;4 reps, 170 kg;2.26 m (557 kg);3 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Arnold Strongman Classic;;Withdrew;;Withdrew;;;;;;;1 rep, 200 kg;Withdrew;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;;507 kg;;16.06 s;;;;;;;5 reps, 175 kg;27.57 s (680 kg);6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;;482 kg;;13.18 s;;;;;;;4 reps, 205 kg;29.25 s (680 kg);4 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;;376 kg;;20.62 s;;;;;;;6 reps, 175 kg;4.8 m (680 kg);2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;;391 kg;;19.74 s;;;;;;;5 reps, 175 kg;2.18 m (680 kg);5 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;;411 kg;;1.73 m;;;;;;;6 reps, 175 kg;4.09 m (590 kg);6 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;;504 kg;;6.91 m;;;;;;;5 reps, 175 kg;2.67 m (680 kg);1 rep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;;No lift;;10.15 s;;;;;;;4 reps, 175 kg;4.78 m (680 kg);2 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;;482 kg;;12.12 s;;;;;;;4 reps, 175 kg;2.24 m (590 kg);0 reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;;Withdrew;;4.52 m;;;;;;;2 reps, 175 kg;Withdrew;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;Arnold Strongman Classic;;325 kg;;Did not attempt;;;;;;;0 reps, 175 kg;Withdrew;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;;404 kg;;13.00 s;;;;;;;4 reps, 205 kg;16.50 s (700 kg);1 rep, 136 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;;463 kg;;18.62 s;;;;;;;5 reps, 175 kg;8.90 s (700 kg);3 reps, 136 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;;415 kg;;14.27 s;;;;;;;1 rep, 205 kg;24.22 s (700 kg);5 reps, 124 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;;361 kg;;16.16 s;;;;;;;6 reps, 175 kg;17.72 s (700 kg);2 reps, 136 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;;443 kg;;14.31 s;;;;;;;4 reps, 175 kg;19.84 s (700 kg);4 reps, 124 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;;456 kg;;8.76 m;;;;;;;3 reps, 175 kg;21.94 s (700 kg);No lift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;;401 kg;;4.45 m;;;;;;;6 reps, 175 kg;3.91 m (700 kg);1 rep, 124 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;;363 kg;;1.09 m;;;;;;;3 reps, 175 kg;2.01 m (700 kg);4 reps, 124 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;;465 kg;;Withdrew;;;;;;;No lift;Withdrew;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Arnold Strongman Classic;;320 kg;;-;;;;;;;3 reps, 175 kg;1.37 m (590 kg);No lift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;;449 kg;;22.48 s;;;;;;;2 reps, 195 kg;14.87 s (710 kg);;39 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;;438 kg;;10.57 m;;;;;;;3 reps, 195 kg;28.65 s (710 kg);;41 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;;447 kg;;11.13 m;;;;;;;2 reps, 195 kg;22.56 s (710 kg);;27 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;;367 kg;;22.82 s;;;;;;;1 rep, 175 kg;21.47 s (710 kg);;32 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;;406 kg;;5.13 m;;;;;;;1 rep, 195 kg;28.65 s (710 kg);;36 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;;420 kg;;10.24 m;;;;;;;2 reps, 175 kg;2.11 m (710 kg);;23 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;;400 kg;;5.82 m;;;;;;;1 rep, 195 kg;3.33 m (710 kg);;23 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;;410 kg;;7.42 m;;;;;;;No lift;3.78 m (710 kg);;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;;370 kg;;1.55 m;;;;;;;No lift;0.36 m (590 kg);;23 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Arnold Strongman Classic;;Withdrew;;-;;;;;;;Withdrew;18.51 s (590 kg);;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
