year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Boat Pull;Car Flip;Crucifix Hold;Bar Bend;Tug of War;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Log Ladder;Load & Push;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Max Stone Press;Vertical Lift;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Sandbag Toss;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Plane Pull;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2007;WSM Final;M. Samuelsson;;;;;;;;;;;;;;;;;;;;;;;;27.69;;23.83;48.01;;;;;4.0;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;36.86;;;;;;;;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;28.84;;19.88;22.74;;;;;5.0;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;34.17;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;22.18;;24.85;16.14;;;;;11.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;35.3;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;K. Nee;;;;;;;;;;;;;;;;;;;;;;;;24.09;;22.1;15.1;;;;;7.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;D. Pope;;;;;;;;;;;;;;;;;;;;;;;;34.09;;0.0;22.85;;;;;0.0;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;WSM Final;T. Mitt;;;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;0.0;;;;;0.0;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;M. Pudzianowski;;;;;;;;;;;;;;;;;;;;;;;;16.7;;24.4;;;;;10.0;10.0;;;;;40.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.38;;;;;;;;;;;;;;;;;;;;;;;;;36.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;D. Poundstone;;;;;;;;;;;;;;;;;;;;;;;;15.12;;30.44;;;;;11.0;10.0;;;;;54.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.18;;;;;;;;;;;;;;;;;;;;;;;;;38.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;14.23;;22.7;;;;;4.0;7.0;;;;;71.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.91;;;;;;;;;;;;;;;;;;;;;;;;;49.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;P. Pfister;;;;;;;;;;;;;;;;;;;;;;;;13.12;;26.01;;;;;6.0;2.0;;;;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.01;;;;;;;;;;;;;;;;;;;;;;;;;37.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;T. Ortmayer;;;;;;;;;;;;;;;;;;;;;;;;16.37;;25.54;;;;;7.0;7.0;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.96;;;;;;;;;;;;;;;;;;;;;;;;;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;S. Wenta;;;;;;;;;;;;;;;;;;;;;;;;18.46;;25.87;;;;;8.0;2.0;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.02;;;;;;;;;;;;;;;;;;;;;;;;;49.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;T. Mitt;;;;;;;;;;;;;;;;;;;;;;;;15.7;;25.89;;;;;7.0;3.0;;;;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.58;;;;;;;;;;;;;;;;;;;;;;;;;40.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;A. Haugen;;;;;;;;;;;;;;;;;;;;;;;;15.5;;19.85;;;;;5.0;5.0;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73.98;;;;;;;;;;;;;;;;;;;;;;;;;21.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;J. Bergmann;;;;;;;;;;;;;;;;;;;;;;;;26.23;;34.41;;;;;7.0;6.0;;;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.57;;;;;;;;;;;;;;;;;;;;;;;;;51.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;WSM Final;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;30.38;;28.59;;;;;0.0;2.0;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;38.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;Ž. Savickas;;;;;;;;;;;;;;;;;;;;;;;;;36.2;24.63;;;;;;11.0;62.94;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;28.69;;;;;;;;;;;;;;;;;;;;;;;;;40.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;M. Pudzianowski;;;;;;;;;;;;;;;;;;;;;;;;;25.05;26.57;;;;;;9.0;39.38;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;36.47;;;;;;;;;;;;;;;;;;;;;;;;;40.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;48.8;25.62;;;;;;8.0;32.44;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;32.37;;;;;;;;;;;;;;;;;;;;;;;;;40.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;D. Poundstone;;;;;;;;;;;;;;;;;;;;;;;;;31.63;27.03;;;;;;9.0;62.06;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;35.38;;;;;;;;;;;;;;;;;;;;;;;;;41.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;T. Ortmayer;;;;;;;;;;;;;;;;;;;;;;;;;45.05;24.29;;;;;;7.0;45.88;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;34.85;;;;;;;;;;;;;;;;;;;;;;;;;40.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;37.13;25.22;;;;;;8.0;47.07;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;43.07;;;;;;;;;;;;;;;;;;;;;;;;;38.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;P. Pfister;;;;;;;;;;;;;;;;;;;;;;;;;36.86;28.67;;;;;;0.0;50.89;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;37.57;;;;;;;;;;;;;;;;;;;;;;;;;42.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;;72.37;32.13;;;;;;5.0;66.14;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;32.08;;;;;;;;;;;;;;;;;;;;;;;;;45.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;;33.54;28.03;;;;;;6.0;51.13;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;45.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;WSM Final;L. Jean;;;;;;;;;;;;;;;;;;;;;;;;;50.45;5.0;;;;;;3.0;12.3;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;46.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;Ž. Savickas;;;;;;;;;;;;;;;;;;;;210.0;;;;;;29.64;;;26.54;;;11.0;;21.19;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;B. Shaw;;;;;;;;;;;;;;;;;;;;177.5;;;;;;27.11;;;40.05;;;11.0;;20.75;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;M. Koklyaev;;;;;;;;;;;;;;;;;;;;202.5;;;;;;39.83;;;40.84;;;10.0;;27.61;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;S. Pétursson;;;;;;;;;;;;;;;;;;;;170.0;;;;;;28.23;;;33.67;;;5.0;;36.53;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;T. Ortmayer;;;;;;;;;;;;;;;;;;;;155.0;;;;;;20.29;;;6.4;;;8.0;;22.16;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;N. Best;;;;;;;;;;;;;;;;;;;;155.0;;;;;;36.01;;;33.32;;;9.0;;23.14;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;E. Katona;;;;;;;;;;;;;;;;;;;;155.0;;;;;;3.0;;;35.8;;;7.0;;8.0;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;T. Hollands;;;;;;;;;;;;;;;;;;;;155.0;;;;;;5.0;;;26.1;;;8.0;;6.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;D. Poundstone;;;;;;;;;;;;;;;;;;;;185.0;;;;;;4.0;;;8.1;;;1.0;;7.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final;J. Bergmann;;;;;;;;;;;;;;;;;;;;155.0;;;;;;5.0;;;2.2;;;4.0;;4.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;B. Shaw;;435.0;;;;;;;14.28;;;;;;;;;;;;;;;;;19.67;62.81;;27.13;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;Ž. Savickas;;440.0;;;;;;;16.33;;;;;;;;;;;;;;;;;26.2;71.63;;41.28;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;T. Hollands;;435.0;;;;;;;16.13;;;;;;;;;;;;;;;;;26.77;28.52;;28.5;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;L. Shahlaei;;415.0;;;;;;;16.29;;;;;;;;;;;;;;;;;49.19;27.8;;18.72;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;D. Poundstone;;415.0;;;;;;;19.16;;;;;;;;;;;;;;;;;17.32;27.67;;16.6;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;H. Björnsson;;370.0;;;;;;;23.5;;;;;;;;;;;;;;;;;24.35;57.94;;3.5;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;V. Lalas;;400.0;;;;;;;20.37;;;;;;;;;;;;;;;;;5.0;17.13;;26.37;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;M. Jenkins;;370.0;;;;;;;14.26;;;;;;;;;;;;;;;;;5.0;22.0;;18.1;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;S. Pétursson;;370.0;;;;;;;27.06;;;;;;;;;;;;;;;;;5.0;12.22;;23.25;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final;E. Katona;;370.0;;;;;;;0.26;;;;;;;;;;;;;;;;;0.0;13.0;;13.15;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;Ž. Savickas;;;;;;;;;37.89;;;;;;;;;;;220.0;;;;;;;;32.13;;;;8.0;;;;;42.83;;;;;;;;;;;;;;;;;;;;;55.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;V. Lalas;;;;;;;;;30.05;;;;;;;;;;;200.0;;;;;;;;33.29;;;;7.0;;;;;11.0;;;;;;;;;;;;;;;;;;;;;52.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;H. Björnsson;;;;;;;;;33.55;;;;;;;;;;;185.0;;;;;;;;25.52;;;;4.0;;;;;36.82;;;;;;;;;;;;;;;;;;;;;44.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;B. Shaw;;;;;;;;;28.4;;;;;;;;;;;185.0;;;;;;;;38.56;;;;6.0;;;;;45.61;;;;;;;;;;;;;;;;;;;;;65.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;M. Jenkins;;;;;;;;;31.49;;;;;;;;;;;210.0;;;;;;;;37.4;;;;3.0;;;;;43.77;;;;;;;;;;;;;;;;;;;;;70.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;K. Radzikowski;;;;;;;;;31.85;;;;;;;;;;;210.0;;;;;;;;49.27;;;;5.0;;;;;13.0;;;;;;;;;;;;;;;;;;;;;4.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;T. Hollands;;;;;;;;;32.27;;;;;;;;;;;170.0;;;;;;;;41.77;;;;7.0;;;;;0.0;;;;;;;;;;;;;;;;;;;;;42.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;J. Caron;;;;;;;;;27.3;;;;;;;;;;;0.0;;;;;;;;53.44;;;;6.0;;;;;74.84;;;;;;;;;;;;;;;;;;;;;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;J. Årsjö;;;;;;;;;33.9;;;;;;;;;;;185.0;;;;;;;;5.0;;;;3.0;;;;;10.0;;;;;;;;;;;;;;;;;;;;;19.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final;E. Katona;;;;;;;;;25.75;;;;;;;;;;;185.0;;;;;;;;1.0;;;;3.0;;;;;0.0;;;;;;;;;;;;;;;;;;;;;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;B. Shaw;;442.5;;;;;;;13.64;;;;;;;;;;;;;;;;;24.82;41.23;;25.7;;;;;;;;;;;;;;;;;;;;;;;;;;;19.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;Ž. Savickas;;420.0;;;;;;;14.16;;;;;;;;;;;;;;;;;25.63;45.81;;19.7;;;;;;;;;;;;;;;;;;;;;;;;;;;43.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;H. Björnsson;;400.0;;;;;;;17.77;;;;;;;;;;;;;;;;;23.31;40.19;;43.47;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;M. Jenkins;;400.0;;;;;;;16.94;;;;;;;;;;;;;;;;;31.1;49.77;;20.14;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;M. Burke;;370.0;;;;;;;19.03;;;;;;;;;;;;;;;;;27.16;46.95;;21.3;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;V. Lalas;;400.0;;;;;;;16.57;;;;;;;;;;;;;;;;;48.8;45.92;;15.9;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;T. Hollands;;370.0;;;;;;;16.51;;;;;;;;;;;;;;;;;35.66;42.47;;36.71;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;J. Årsjö;;0.0;;;;;;;29.35;;;;;;;;;;;;;;;;;5.0;50.21;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;R. Oberst;;0.0;;;;;;;22.16;;;;;;;;;;;;;;;;;4.0;54.98;;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final;M. Koklyaev;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;0.0;;12.7;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;Ž. Savickas;;;;;;;;;;;;;;;;;;;;;;;;;;23.53;44.15;;;;;;;30.42;15.0;;;;;;;3.0;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;H. Björnsson;;;;;;;;;;;;;;;;;;;;;;;;;;19.46;42.12;;;;;;;16.35;7.0;;;;;;;3.0;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;WSM Final;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;;23.94;40.56;;;;;;;16.59;10.0;;;;;;;3.0;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
