Year;Comp name;#;Competitor;Country;TOT. PTS;Pts;Pts.1;Pts.2;Pts.3;Pts.4;Pts.5;Pts.6;Pts.7;Pts.8;Pts.9;Pts.10
2019;WSM Final - group;2;J. Caron;CAN;17.0;4.0;4.0;5.0;4.0;0.0;;;;;;
2019;WSM Final - group;3;O. Kristiansen;NOR;7.0;1.0;2.0;2.0;2.0;0.0;;;;;;
2019;WSM Final - group;4;K. Faires;USA;12.5;3.0;3.0;3.5;3.0;0.0;;;;;;
2019;WSM Final - group;5;L. Shahlaei;GBR;3.0;2.0;1.0;0.0;0.0;0.0;;;;;;
2019;WSM Final - group;1;B. Shaw;USA;19;5.0;4.0;5.0;5.0;0.0;;;;;;
2019;WSM Final - group;2;T. Mitchell;USA;10;2.0;3.0;2.0;3.0;0.0;;;;;;
2019;WSM Final - group;3;O. Novikov;UKR;17;4.0;5.0;4.0;4.0;0.0;;;;;;
2019;WSM Final - group;4;M. Felix;GBR;6;1.0;2.0;3.0;0.0;0.0;;;;;;
2019;WSM Final - group;5;G. van Staden;RSA;5;3.0;1.0;1.0;0.0;0.0;;;;;;
2020;WSM Final - group;1;J. Pritchett;USA;17;5.0;5.0;2.0;5.0;0.0;;;;;;
2020;WSM Final - group;2;L. Richardson;GBR;15;3.0;3.0;5.0;4.0;0.0;;;;;;
2020;WSM Final - group;3;R. Oberst;USA;11;4.0;1.0;3.0;3.0;0.0;;;;;;
2020;WSM Final - group;4;P. O'Dwyer;IRL;9;1.0;2.0;4.0;2.0;0.0;;;;;;
2020;WSM Final - group;5;G. PeÃ±a;MEX;6;2.0;4.0;0.0;0.0;0.0;;;;;;
2020;WSM Final - group;1;K. Faires;USA;14;4.0;2.0;5.0;3.0;0.0;;;;;;
2020;WSM Final - group;2;A. Bishop;GBR;11;1.0;4.0;4.0;2.0;0.0;;;;;;
2020;WSM Final - group;3;M. Shivlyakov;RUS;13;2.0;4.0;2.0;5.0;0.0;;;;;;
2020;WSM Final - group;4;E. Singleton;USA;13;5.0;1.0;3.0;4.0;0.0;;;;;;
2020;WSM Final - group;5;M. Felix;GBR;9;3.0;4.0;1.0;1.0;0.0;;;;;;
2020;WSM Final - group;1;O. Novikov;UKR;17;5.0;4.0;3.0;5.0;0.0;;;;;;
2020;WSM Final - group;2;T. Stoltman;GBR;15;3.0;3.0;5.0;4.0;0.0;;;;;;
2020;WSM Final - group;3;M. Boudreault;CAN;13;4.0;2.0;4.0;3.0;0.0;;;;;;
2020;WSM Final - group;4;T. Mitchell;USA;10;1.0;5.0;2.0;2.0;0.0;;;;;;
2020;WSM Final - group;5;G. Bilton;GBR;4;2.0;0.0;1.0;1.0;0.0;;;;;;
2020;WSM Final - group;1;J. Caron;CAN;16.5;5.0;4.5;5.0;2.0;0.0;;;;;;
2020;WSM Final - group;2;G. Hicks;GBR;12.0;2.0;3.0;2.0;5.0;0.0;;;;;;
2020;WSM Final - group;3;B. Thompson;USA;14.5;4.0;4.5;3.0;3.0;0.0;;;;;;
2020;WSM Final - group;4;E. IngÃ³lfsson Melsted;ISL;11.0;1.0;2.0;4.0;4.0;0.0;;;;;;
2020;WSM Final - group;5;E. Toots;EST;3.0;3.0;0.0;0.0;0.0;0.0;;;;;;
2020;WSM Final - group;1;B. Shaw;USA;15.5;4.0;4.5;2.0;5.0;0.0;;;;;;
2020;WSM Final - group;2;A. Å maukstelis;LAT;13.5;3.0;2.5;5.0;3.0;0.0;;;;;;
2020;WSM Final - group;3;T. Hollands;GBR;14.5;5.0;4.5;3.0;2.0;0.0;;;;;;
2020;WSM Final - group;4;L. Stoltman;GBR;11.5;1.0;2.5;4.0;4.0;0.0;;;;;;
2020;WSM Final - group;5;N. Best;USA;4.0;2.0;1.0;1.0;0.0;0.0;;;;;;
2021;WSM Final - group;1;B. Shaw;USA;19.5;4.0;4.5;5.0;5.0;1.0;0.0;;;;;
2021;WSM Final - group;2;M. Boudreault;CAN;17.0;5.0;3.0;2.0;4.0;3.0;0.0;;;;;
2021;WSM Final - group;3;A. Å maukstelis;LAT;16.5;1.0;4.5;4.0;2.0;5.0;0.0;;;;;
2021;WSM Final - group;4;G. Bilton;GBR;12.0;2.0;2.0;1.0;3.0;4.0;0.0;;;;;
2021;WSM Final - group;5;T. Ortmayer;USA;10.0;3.0;1.0;3.0;1.0;2.0;0.0;;;;;
2021;WSM Final - group;1;T. Mitchell;USA;19;1.0;4.0;4.0;5.0;5.0;0.0;;;;;
2021;WSM Final - group;2;T. Stoltman;GBR;18;5.0;4.0;3.0;3.0;3.0;0.0;;;;;
2021;WSM Final - group;3;M. Felix;GBR;14;4.0;4.0;1.0;1.0;4.0;0.0;;;;;
2021;WSM Final - group;4;E. Singleton;USA;13;3.0;2.0;2.0;4.0;2.0;0.0;;;;;
2021;WSM Final - group;5;J. Hansson;SWE;11;2.0;1.0;5.0;2.0;1.0;0.0;;;;;
2021;WSM Final - group;1;J. Caron;CAN;20;4.0;5.0;3.0;5.0;3.0;0.0;;;;;
2021;WSM Final - group;2;E. IngÃ³lfsson Melsted;ISL;17;2.0;3.0;5.0;3.0;4.0;0.0;;;;;
2021;WSM Final - group;3;R. Oberst;USA;16;5.0;0.0;4.0;2.0;5.0;0.0;;;;;
2021;WSM Final - group;4;M. Shivlyakov;RUS;15;3.0;4.0;2.0;4.0;2.0;0.0;;;;;
2021;WSM Final - group;5;L. Richardson;GBR;1;1.0;0.0;0.0;0.0;0.0;0.0;;;;;
2021;WSM Final - group;1;K. Janashia;GEO;21;5.0;4.0;4.0;4.0;4.0;0.0;;;;;
2021;WSM Final - group;2;A. Bishop;GBR;17;1.0;5.0;3.0;5.0;3.0;0.0;;;;;
2021;WSM Final - group;3;J. Pritchett;USA;15;3.0;2.0;5.0;0.0;5.0;0.0;;;;;
2021;WSM Final - group;4;T. Hollands;GBR;7;4.0;3.0;0.0;0.0;0.0;0.0;;;;;
2021;WSM Final - group;5;C. van der Linde;RSA;3;2.0;1.0;0.0;0.0;0.0;0.0;;;;;
2021;WSM Final - group;1;B. Thompson;USA;18;3.0;5.0;3.0;2.0;5.0;0.0;;;;;
2021;WSM Final - group;2;L. Stoltman;GBR;18;4.0;3.0;4.0;4.0;3.0;0.0;;;;;
2021;WSM Final - group;3;K. Faires;USA;17;5.0;3.0;2.0;3.0;4.0;0.0;;;;;
2021;WSM Final - group;4;O. Novikov;UKR;17;2.0;3.0;5.0;5.0;2.0;0.0;;;;;
2021;WSM Final - group;5;E. Toots;EST;5;1.0;1.0;1.0;1.0;1.0;0.0;;;;;
2022;WSM Final - group;1;T. Stoltman;GBR;25;6.0;6.0;6.0;6.0;1.0;0.0;;;;;
2022;WSM Final - group;2;G. RhÃ©aume;CAN;20;2.0;5.0;5.0;4.0;4.0;0.0;;;;;
2022;WSM Final - group;3;K. Faires;USA;24;5.0;4.0;4.0;5.0;6.0;0.0;;;;;
2022;WSM Final - group;4;A. Å maukstelis;LAT;15;4.0;3.0;3.0;3.0;2.0;0.0;;;;;
2022;WSM Final - group;5;A. Black;GBR;12;3.0;2.0;2.0;0.0;5.0;0.0;;;;;
2022;WSM Final - group;6;M. Angulo;CHI;6;1.0;1.0;1.0;0.0;3.0;0.0;;;;;
2022;WSM Final - group;1;M. Hooper;CAN;23.5;6.0;6.0;6.0;4.5;1.0;0.0;;;;;
2022;WSM Final - group;2;B. Shaw;USA;17.5;5.0;2.0;2.0;4.5;4.0;0.0;;;;;
2022;WSM Final - group;3;B. Thompson;USA;22.0;2.0;5.0;4.0;6.0;5.0;0.0;;;;;
2022;WSM Final - group;4;M. Felix;GBR;15.0;1.0;3.0;5.0;0.0;6.0;0.0;;;;;
2022;WSM Final - group;5;K. Janashia;GEO;13.0;3.0;1.0;3.0;3.0;3.0;0.0;;;;;
2022;WSM Final - group;6;G. PeÃ±a;MEX;13.0;4.0;4.0;1.0;2.0;2.0;0.0;;;;;
2022;WSM Final - group;1;O. Novikov;UKR;24.5;6.0;6.0;4.0;5.5;3.0;0.0;;;;;
2022;WSM Final - group;2;T. Mitchell;USA;21.5;3.0;4.0;3.0;5.5;6.0;0.0;;;;;
2022;WSM Final - group;3;A. Bishop;GBR;18.0;5.0;5.0;2.0;4.0;2.0;0.0;;;;;
2022;WSM Final - group;4;R. Kearney;USA;15.0;2.0;3.0;6.0;3.0;1.0;0.0;;;;;
2022;WSM Final - group;5;M. TÃ¶rrÃ¶;FIN;13.0;4.0;2.0;1.0;1.0;5.0;0.0;;;;;
2022;WSM Final - group;6;G. SzymaÅ„ski;POL;13.0;1.0;1.0;5.0;2.0;4.0;0.0;;;;;
2022;WSM Final - group;1;M. Licis;USA;25.5;6.0;6.0;5.0;4.5;4.0;0.0;;;;;
2022;WSM Final - group;2;M. Boudreault;CAN;23.0;5.0;3.0;3.0;6.0;6.0;0.0;;;;;
2022;WSM Final - group;3;P. Kordiyaka;UKR;21.5;4.0;2.0;6.0;4.5;5.0;0.0;;;;;
2022;WSM Final - group;4;G. Bilton;GBR;17.0;3.0;5.0;4.0;3.0;2.0;0.0;;;;;
2022;WSM Final - group;5;N. AmbeÅ¡koviÄ‡;BIH;9.0;1.0;1.0;2.0;2.0;3.0;0.0;;;;;
2022;WSM Final - group;6;S. Flowers;GBR;6.0;2.0;4.0;0.0;0.0;0.0;0.0;;;;;
2022;WSM Final - group;1;L. Stoltman;GBR;23.0;6.0;6.0;5.0;6.0;0.0;0.0;;;;;
2022;WSM Final - group;2;E. IngÃ³lfsson Melsted;ISL;20.0;4.0;3.0;4.0;5.0;4.0;0.0;;;;;
2022;WSM Final - group;3;J. Coraboeuf;FRA;18.0;3.0;5.0;3.0;4.0;3.0;0.0;;;;;
2022;WSM Final - group;4;K. de Ruiter;NED;16.5;5.0;2.0;2.0;1.5;6.0;0.0;;;;;
2022;WSM Final - group;5;E. Singleton;USA;14.5;2.0;0.0;6.0;1.5;5.0;0.0;;;;;
2022;WSM Final - group;6;K. Lorentzen;GRL;11.0;1.0;4.0;1.0;3.0;2.0;0.0;;;;;
2023;WSM Final - group;1;P. Kordiyaka;UKR;25.0;6.0;2.0;5.0;6.0;6.0;0.0;;;;;
2023;WSM Final - group;2;T. Stoltman;GBR;20.5;5.0;4.5;6.0;1.0;4.0;0.0;;;;;
2023;WSM Final - group;3;B. Thompson;USA;20.0;4.0;6.0;4.0;4.0;2.0;0.0;;;;;
2023;WSM Final - group;4;K. Janashia;GEO;17.5;3.0;4.5;2.0;3.0;5.0;0.0;;;;;
2023;WSM Final - group;5;P. O'Dwyer;IRL;13.0;2.0;2.0;1.0;5.0;3.0;0.0;;;;;
2023;WSM Final - group;6;E. Williams;AUS;9.0;1.0;2.0;3.0;2.0;1.0;0.0;;;;;
2023;WSM Final - group;1;O. Novikov;UKR;23.0;6.0;6.0;4.0;6.0;1.0;0.0;;;;;
2023;WSM Final - group;2;L. Stoltman;GBR;21.0;3.0;4.0;5.0;4.0;5.0;0.0;;;;;
2023;WSM Final - group;3;G. Bilton;GBR;20.0;2.0;4.0;3.0;5.0;6.0;0.0;;;;;
2023;WSM Final - group;4;T. Evans;USA;18.0;4.0;4.0;6.0;1.0;3.0;0.0;;;;;
2023;WSM Final - group;5;K. Haraldsson;ISL;15.5;5.0;1.5;2.0;3.0;4.0;0.0;;;;;
2023;WSM Final - group;6;F. El Masri;LBN;7.5;1.0;1.5;1.0;2.0;2.0;0.0;;;;;
2023;WSM Final - group;1;M. Hooper;CAN;29.0;6.0;6.0;6.0;6.0;5.0;0.0;;;;;
2023;WSM Final - group;2;M. Ragg;NZL;22.5;4.0;4.5;5.0;5.0;4.0;0.0;;;;;
2023;WSM Final - group;3;A. Å maukstelis;LAT;17.5;5.0;2.5;3.0;4.0;3.0;0.0;;;;;
2023;WSM Final - group;4;M. Kieliszkowski;POL;14.0;2.0;1.0;2.0;3.0;6.0;0.0;;;;;
2023;WSM Final - group;5;G. Hicks;GBR;11.5;1.0;4.5;4.0;1.0;1.0;0.0;;;;;
2023;WSM Final - group;6;S. Remick;USA;10.5;3.0;2.5;1.0;2.0;2.0;0.0;;;;;
2023;WSM Final - group;1;J. Schoonwinkel;RSA;24.0;6.0;3.0;5.0;6.0;4.0;0.0;;;;;
2023;WSM Final - group;2;B. Shaw;USA;23.5;4.0;5.5;6.0;2.0;6.0;0.0;;;;;
2023;WSM Final - group;3;R. Heinla;EST;20.5;5.0;5.5;4.0;4.0;2.0;0.0;;;;;
2023;WSM Final - group;4;A. Bishop;GBR;14.0;3.0;4.0;1.0;1.0;5.0;0.0;;;;;
2023;WSM Final - group;5;K. Faires;USA;13.5;1.0;1.5;3.0;5.0;3.0;0.0;;;;;
2023;WSM Final - group;6;G. RhÃ©aume;CAN;9.5;2.0;1.5;2.0;3.0;1.0;0.0;;;;;
2023;WSM Final - group;1;T. Mitchell;USA;26.0;4.0;6.0;6.0;4.0;6.0;0.0;;;;;
2023;WSM Final - group;2;E. Singleton;USA;24.5;6.0;4.5;5.0;5.0;4.0;0.0;;;;;
2023;WSM Final - group;3;E. IngÃ³lfsson Melsted;ISL;22.5;5.0;2.5;4.0;6.0;5.0;0.0;;;;;
2023;WSM Final - group;4;M. Felix;GBR;12.5;2.0;4.5;1.0;2.0;3.0;0.0;;;;;
2023;WSM Final - group;5;P. Smith;GBR;11.0;3.0;1.0;3.0;3.0;1.0;0.0;;;;;
2023;WSM Final - group;6;J. Coraboeuf;FRA;8.5;1.0;2.5;2.0;1.0;2.0;0.0;;;;;
